FILENAME,STATION_NAME,ISLAND,LAT,LON,ELEV_M,DATE_START,DATE_END,COMPLETENESS,SOURCES,CORR_FLAG
USC00510964,HALAWA SHAFT,Oahu,21.3808,-157.9039,51.8,4/23/1965,12/31/2020,94.57509632,NCEI_COOPV2,Pass
USC00511140,HANAHANAPUNI,Kauai,22.0303,-159.4158,176.8,7/27/1977,12/31/2020,82.48420776,NCEI_COOPV2,Pass
USC00511303,HAWAII VOL. NP HQ.,Hawaii,19.4297,-155.2562,1210.4,3/1/1965,12/31/2020,93.74528828,NCEI_COOPV2,Pass
USC00511308,HAWAII KAI G.C.,Oahu,21.299,-157.6644,8.5,9/1/1977,12/31/2020,91.37709544,NCEI_COOPV2; UaHydroNet,Pass
USC00511339,HAWI,Hawaii,20.2402,-155.8388,176.8,3/1/1965,12/31/2020,87.70938421,NCEI_COOPV2,Pass
USC00511385,HAW'N OCN VIEW EST,Hawaii,19.1192,-155.7859,883.9,8/3/1980,12/31/2020,91.92504855,NCEI_COOPV2,Not applicable
USC00511540,HOKULOA,Oahu,21.3905,-158.0999,680.3,5/24/1965,9/2/2019,88.34861672,NCEI_COOPV2,Pass
USC00511921,HONOMAELE,Maui,20.794,-156.0413,103.9,1/3/2006,12/28/2017,65.71580861,NCEI_COOPV2,Warning
USC00512156,HUEHUE,Hawaii,19.7532,-155.9715,597.4,3/11/1986,12/31/2020,88.49378007,NCEI_COOPV2,Pass
USC00512453,KAHAKULOA MAUKA,Maui,20.9873,-156.546,195.1,12/21/1967,5/7/2019,87.2461271,NCEI_COOPV2,Pass
USC00512570,KAHUKU,Oahu,21.695,-157.9811,4,5/7/1965,12/31/2020,82.85720728,NCEI_COOPV2; HADS,Pass
USC00512595,KAHUNA FALLS,Hawaii,19.8583,-155.1608,423.7,10/4/1993,12/31/2020,89.38918736,NCEI_COOPV2,Not applicable
USC00512683,KAILUA FIRE STA,Oahu,21.3958,-157.7399,0.9,5/7/1965,10/21/2020,79.13146684,NCEI_COOPV2,Pass
USC00513099,KANALOHULUHULU,Kauai,22.1297,-159.6586,1097.3,3/19/1965,12/31/2020,87.76317296,NCEI_COOPV2,Pass
USC00513159,KAPAA STABLES,Kauai,22.0997,-159.3467,93.6,1/31/1966,12/31/2020,88.24290667,NCEI_COOPV2,Pass
USC00513510,KAUMANA,Hawaii,19.6801,-155.1432,359.7,3/1/1965,12/31/2020,69.99570973,NCEI_COOPV2,Pass
USC00513562,KAUPAKULUA,Maui,20.8817,-156.2844,413.9,1/1/1989,12/31/2020,95.9504312,NCEI_COOPV2,Not applicable
USC00513576,KAUPO RANCH,Maui,20.6482,-156.136,303.3,3/1/1965,12/31/2020,87.33349677,NCEI_COOPV2,Pass
USC00513925,KEAIWA CAMP,Hawaii,19.2354,-155.4811,518.2,3/1/1965,12/31/2020,93.57787857,NCEI_COOPV2,Pass
USC00513987,KEALAKEKUA 4,Hawaii,19.5106,-155.9217,432.8,11/5/1986,12/31/2020,89.84716814,NCEI_COOPV2,Pass
USC00514098,KEANAKOLU CAMP,Hawaii,19.9185,-155.3399,1609.3,3/1/1965,10/9/2020,91.89641591,NCEI_COOPV2,Pass
USC00514272,KEKAHA,Kauai,22.0025,-159.7547,3,3/16/1965,12/31/2020,83.06004449,NCEI_COOPV2,Pass
USC00514400,KEPUHI-SHERATON,Molokai,21.1804,-157.2317,94.2,1/1/1990,12/31/2020,82.51258537,NCEI_COOPV2,Pass
USC00514459,KIHALANI,Hawaii,19.9714,-155.2359,278.6,10/1/2001,12/31/2020,89.66929171,NCEI_COOPV2,Pass
USC00514561,KILAUEA,Kauai,22.2139,-159.4044,118.9,2/3/1966,5/8/2018,87.55558272,NCEI_COOPV2,Pass
USC00514778,KUALAPUU,Molokai,21.1539,-157.0361,267.3,4/5/1965,12/31/2020,85.81284075,NCEI_COOPV2,Not applicable
USC00515102,KURTISTOWN,Hawaii,19.5914,-155.0638,223.1,8/1/1999,12/31/2020,79.53093047,NCEI_COOPV2,Not applicable
USC00515260,LALAMILO FLD OF,Hawaii,20.013,-155.6686,797.1,3/1/1965,12/31/2020,90.68828144,NCEI_COOPV2,Pass
USC00515286,LANAI CITY,Lanai,20.8291,-156.9202,493.8,11/1/1976,12/31/2020,92.12512398,NCEI_COOPV2; UaHydroNet,Warning
USC00515655,LULUKU,Oahu,21.3875,-157.8094,81.7,5/22/1967,12/31/2020,95.01126646,NCEI_COOPV2; UaHydroNet,Pass
USC00515758,MAKAHA COUNTRY CLUB,Oahu,21.4784,-158.1964,76.2,12/1/1987,12/31/2020,91.10239913,NCEI_COOPV2,Pass
USC00515842,MAKENA GOLF COURSE,Maui,20.6419,-156.44,26.8,7/1/1982,12/31/2020,85.89898559,NCEI_COOPV2,Pass
USC00516553,MOUNT KAALA,Oahu,21.5072,-158.1416,1224.1,5/25/1965,12/31/2020,86.38198872,NCEI_COOPV2,Pass
USC00517150,OPAEULA,Oahu,21.5738,-158.0379,288,4/19/1965,7/16/2020,88.75461786,NCEI_COOPV2,Pass
USC00517194,PAAKEA,Maui,20.8137,-156.1186,382.5,3/1/1965,12/31/2020,87.85150408,NCEI_COOPV2,Pass
USC00517209,PAAUHAU MAUKA,Hawaii,20.0699,-155.4444,341.4,11/1/1994,12/31/2020,91.03020158,NCEI_COOPV2,Pass
USC00517465,PAHOA SCHOOL SITE,Hawaii,19.4904,-154.9432,208.2,1/1/1979,12/31/2020,89.58808639,NCEI_COOPV2,Not applicable
USC00517942,PEARL COUNTRY CLUB,Oahu,21.3931,-157.9352,76.2,9/1/1977,12/31/2020,86.49861006,NCEI_COOPV2,Pass
USC00518063,POHAKULOA,Hawaii,19.7495,-155.5268,1984.6,3/1/1965,12/31/2020,87.8266732,NCEI_COOPV2,Pass
USC00518165,PRINCEVILLE RANCH,Kauai,22.2181,-159.4828,66.1,3/18/1965,12/31/2020,89.99237308,NCEI_COOPV2,Pass
USC00518342,PUPUKEA HEIGHTS,Oahu,21.6428,-158.0372,228.6,9/1/1968,12/31/2020,89.90605109,NCEI_COOPV2,Pass
USC00518407,PUUKOLII,Maui,20.9285,-156.6735,128.3,6/3/2002,12/31/2020,85.06505068,NCEI_COOPV2,Pass
USC00518549,PUU-O-HOKU RANCH,Molokai,21.1447,-156.7329,205.4,4/7/1965,2/26/2020,78.14313949,NCEI_COOPV2,Not applicable
USC00518555,PUU WAAWAA (COOP),Hawaii,19.7783,-155.8432,768.1,3/1/1965,12/31/2020,91.0952845,NCEI_COOPV2,Pass
USC00518738,TANTALUS 2,Oahu,21.3283,-157.8266,369.4,3/12/2016,4/4/2017,89.08526135,NCEI_COOPV2,Pass
USC00518838,UPPER WAHIAWA,Oahu,21.4992,-158.0111,306.6,1/11/2015,12/31/2020,73.95928811,NCEI_COOPV2,Pass
USC00518941,WAHIAWA,Kauai,21.8967,-159.5569,65.5,3/1/1965,4/10/2017,87.48183044,NCEI_COOPV2,Pass
USC00518945,WAHIAWA DAM,Oahu,21.4967,-158.0497,260.3,4/19/1965,12/31/2020,94.30099776,NCEI_COOPV2,Pass
USC00518964,WAIAHOLE,Oahu,21.4705,-157.8836,227.1,5/17/1965,12/31/2020,87.59084869,NCEI_COOPV2,Pass
USC00518966,WAIAHI UPR,Kauai,22.0219,-159.4644,237.7,6/2/1987,12/31/2020,79.51514616,NCEI_COOPV2,Pass
USC00519195,WAIALUA,Oahu,21.574444,-158.120556,3,3/1/1965,12/31/2020,87.92349291,NCEI_COOPV2; UaHydroNet,Pass
USC00519335,WAIKAMOI DAM,Maui,20.8089,-156.2299,1316.7,3/2/1965,11/4/2020,79.07006286,NCEI_COOPV2,Pass
USC00519376,WAIKAPU,Maui,20.8536,-156.5088,147.2,7/1/1979,12/31/2020,87.87296614,NCEI_COOPV2,Pass
USC00519500,WAILUPE VLY SCH,Oahu,21.2918,-157.7534,61,4/27/1966,10/21/2020,90.15371667,NCEI_COOPV2,Pass
USC00519593,WAIMEA,Oahu,21.6262,-158.0675,93.6,3/1/1965,9/3/2019,91.53816855,NCEI_COOPV2,Pass
USGS_uv194117155174801,QUARRY RAIN GAGE AT SADDLE RD,Hawaii,19.6858611,-155.2942222,1286.256,4/22/2010,12/31/2020,98.07501573,USGS; HADS,Not applicable
USGS_uv194945155534402,KIHOLO RAIN GAGE,Hawaii,19.8258056,-155.8925833,283.96692,10/1/2007,12/31/2020,98.92842388,USGS; HADS,Pass
USGS_uv200518155405801,KAWAINUI RAIN GAGE NEAR KAMUELA,Hawaii,20.0853333,-155.6811667,1237.488,2/5/2002,12/31/2020,98.267382,USGS; HADS,Not applicable
USGS_uv203721156151601,KEPUNI GULCH RAIN GAGE,Maui,20.6195,-156.2518889,225.552,10/1/2007,12/31/2020,99.50681677,USGS; HADS,Not applicable
USGS_uv204017156031701,OHEO GULCH RG AT DAM NEAR KIPAHULU,Maui,20.6683611,-156.0522222,128.016,4/2/2010,10/13/2011,76.03786241,USGS,Not applicable
USGS_uv204916156083701,WEST WAILUAIKI RAIN GAGE NR KEANAE,Maui,20.8143611,-156.1429722,472.44,10/1/2007,12/31/2020,69.37960476,USGS; HADS,Pass
USGS_uv204923156371501,OLOWALU RAINGAGE,Maui,20.8200556,-156.618111,39.624,10/1/2007,10/21/2009,100,USGS,Not applicable
USGS_uv205327156351102,PUU KUKUI RAIN GAGE AT ALT 5,Maui,20.8908333,-156.5863889,1759.0008,10/1/2007,12/31/2020,92.69778971,USGS; HADS,Not applicable
USGS_uv211039157123101,KAKAAKO RAIN GAGE NEAR MAUNA LOA,Molokai,21.1744722,-157.2056667,115.824,10/1/2007,10/27/2008,85.98150707,USGS,Pass
USGS_uv211722157485602,H-1 STORM DRAIN AT KAPIOLANI AVENUE,Oahu,21.2894444,-157.8155556,6.096,10/1/2007,11/15/2010,99.48877123,USGS,Pass
USGS_uv211747157485601,MANOA RG AT KANEWAI FLD,Oahu,21.2932222,-157.8127222,11.5824,10/1/2007,11/4/2011,99.136033,USGS,Pass
USGS_uv212304157542201,N HALAWA RAIN GAGE NR HONOLULU,Oahu,21.382,-157.9033333,210.312,10/1/2007,1/1/2010,43.88194198,USGS,Pass
USGS_uv212359157502601,MOANALUA RG NO. 1 AT ALT 1,Oahu,21.39338889,-157.840111,304.8,10/1/2007,12/31/2020,99.0265441,USGS; HADS,Pass
USGS_uv212428157511201,N. HALAWA VALLEY RG AT TUNNEL,Oahu,21.4048889,-157.8504444,335.28,10/1/2007,12/31/2020,90.73194244,USGS,Pass
USGS_uv212855157504501,WAIAHOLE RG AT KAMEHAMEHA HWY.,Oahu,21.4819722,-157.8458333,4.2672,8/9/2007,12/31/2020,98.9945171,USGS; HADS,Pass
USGS_uv212932157595401,SF KAUKONAHUA RAIN GAGE,Oahu,21.4888056,-157.9960556,262.23468,7/7/2010,10/18/2011,99.16317992,USGS,Pass
USGS_uv213016158105901,MAKAHA RAIN GAGE,Oahu,21.5015833,-158.1801667,286.097472,10/1/2007,12/31/2020,93.74870894,USGS,Pass
USGS_uv213211157562400,POAMOHO RAIN GAGE NO. 2 NR WAHIAWA,Oahu,21.5334167,-157.9366944,597.408,10/18/2007,10/30/2009,97.74014468,USGS,Pass
USGS_uv213215157552800,POAMOHO RAIN GAGE NO 1,Oahu,21.5338611,-157.9213889,755.904,12/16/2009,12/31/2020,97.82368435,USGS,Pass
USGS_uv213237157530701,KAHANA RAIN GAGE AT ALT. 95 FT.,Oahu,21.5404167,-157.8825556,28.956,10/1/2007,12/31/2020,98.7476761,USGS; HADS,Pass
USGS_uv213335157540601,PUNALUU RAIN GAGE AT ALT. 240 FT,Oahu,21.5564444,-157.899,73.152,8/26/2003,7/15/2020,96.36215015,USGS,Pass
USGS_uv213608158011101,PUPUKEA RD RAIN GAGE AT ALT 1,Oahu,21.5990278,-158.0169167,353.568,10/1/1991,12/31/2020,91.88773938,USGS,Pass
USGS_uv213732158010201,KAMANANUI RAIN GAGE AT ALT. 720 FT,Oahu,21.6223889,-158.0143056,219.456,4/16/2010,12/31/2020,96.49881271,USGS,Pass
USGS_uv220356159281401,N WAILUA DITCH RAIN GAGE NR LIHUE,Kauai,22.0625,-159.4677222,338.328,7/5/2001,12/31/2020,98.72064986,USGS; HADS,Pass
USGS_uv220427159300201,MT. WAIALEALE RAIN GAGE NR LIHUE,Kauai,22.0708889,-159.4979722,1569.72,10/1/2007,12/31/2020,99.87261585,USGS; HADS,Pass
USGS_uv220443159235601,LB OPAEKAA RAIN GAGE NR KAPAA,Kauai,22.0756111,-159.3958889,139.72032,10/1/2007,10/26/2011,100,USGS,Pass
USGS_uv220504159321401,WAIALEALE TRAIL RAINGAGE NR LIHUE,Kauai,22.0760556,-159.536111,1389.888,10/1/2007,10/30/2009,100,USGS,Pass
USGS_uv220523159341201,WAIALAE RAIN GAGE NR WAIMEA,Kauai,22.087,-159.5664167,1219.2,5/24/2001,12/31/2020,99.99941819,USGS; HADS,Pass
USGS_uv220703159351201,MOHIHI-KOAIE DIVIDE RAIN GAGE,Kauai,22.11425,-159.5866667,1219.2,10/18/2007,10/30/2009,72.28733247,USGS,Pass
USGS_uv220713159361201,MOHIHI CRSG RAIN GAGE NR WAIMEA,Kauai,22.1170833,-159.6009722,1042.416,6/14/1995,12/31/2020,99.13830823,USGS,Pass
USGS_uv220739159373001,WAIAKOALI RAIN GAGE NR WAIMEA,Kauai,22.1245,-159.6220833,1042.416,5/16/2001,12/31/2020,97.73748293,USGS,Pass
USGS_uv220927159355001,KILOHANA RAIN GAGE NR HANALEI,Kauai,22.1540833,-159.594611,1219.2,9/5/1995,12/31/2020,97.72422181,USGS; HADS,Pass
USGS_uv221101159280801,HANALEI RAIN GAGE AT HANALEI,Kauai,22.1795833,-159.4663889,18.288,10/1/2007,10/25/2011,97.64316377,USGS,Pass
WAWH1,WAIAWA CF,Oahu,21.4440994,-157.9669,235.6104,7/1/1994,12/31/2020,84.10238311,UaHydroNet,Pass
WBHH1,WAIANAE BOAT HARBOR,Oahu,21.4500008,-158.192,2.4384,4/30/2015,12/31/2020,66.78123493,UaHydroNet; HADS,Pass
WCCH1,WAIKAPU COUNTRY CLUB,Maui,20.8346996,-156.5135,145.9992,7/1/1994,12/31/2020,80.84900341,UaHydroNet; HADS,Pass
WEXH1,USCRN SITE AT WAIAKEA EXPERIMENTAL STATION,Hawaii,19.6450005,-155.0827,189.5856,12/8/2015,12/31/2020,89.88042964,USCRN; HADS,Pass
WIHH1,WAIAHA STREAM,Hawaii,19.6331997,-155.9486,460.5528,7/1/1994,12/31/2020,55.28421343,UaHydroNet; HADS,Not applicable
WKAH1,WAIAKEA UKA,Hawaii,19.6585999,-155.1277,303.8856,7/1/1994,12/31/2020,84.99201611,UaHydroNet,Pass
WMLH1,WAIMANALO NONOKIO,Oahu,21.3356991,-157.7116,20.1168,11/1/1972,12/31/2020,84.6615131,NCEI_COOPV2; UaHydroNet; HADS,Pass
WMTH1,WAIMEA TANK,Kauai,21.9648991,-159.6671,59.7408,7/1/2020,12/31/2020,100,UaHydroNet; HADS,Pass
WPPH1,WAIHEE PUMP,Oahu,21.4463997,-157.8584,64.3128,7/1/1994,12/31/2020,83.18606543,UaHydroNet; HADS,Pass
WUHH1,WAILUA UH EXP STN,Kauai,22.0660992,-159.396,158,7/1/1994,12/31/2020,89.5120576,UaHydroNet; HADS,Pass
WUKH1,WAILUKU,Maui,20.8831005,-156.5124,146.9136,7/1/1994,12/31/2020,61.56587459,UaHydroNet; HADS,Pass
